timestamp,Resistance
202,11.9613
202.5,11.9611
203,11.961
203.5,11.9609
204,11.9608
204.5,11.9607
205,11.9606
205.5,11.9605
206,11.9604
206.5,11.9603
207,11.9602
207.5,11.9601
208,11.96
208.5,11.96
209,11.9599
209.5,11.9598
210,11.9597
210.5,11.9596
211,11.9596
211.5,11.9595
212,11.9594
212.5,11.9594
213,11.9593
213.5,11.9592
214,11.9591
214.5,11.959
215,11.9589
215.5,11.9588
216,11.9587
216.5,11.9586
217,11.9585
217.5,11.9584
218,11.9583
218.5,11.9582
219,11.9581
219.5,11.958
220,11.9579
220.5,11.9578
221,11.9577
221.5,11.9576
222,11.9574
222.5,11.9574
223,11.9573
223.5,11.9572
224,11.9571
224.5,11.957
225,11.9569
225.5,11.9568
226,11.9567
226.5,11.9567
227,11.9566
227.5,11.9566
228,11.9565
228.5,11.9564
229,11.9564
229.5,11.9563
230,11.9563
230.5,11.9562
231,11.9562
231.5,11.9561
232,11.9561
232.5,11.956
233,11.956
233.5,11.9559
234,11.9558
234.5,11.9558
235,11.9557
235.5,11.9556
236,11.9556
236.5,11.9555
237,11.9554
237.5,11.9554
238,11.9553
238.5,11.9552
239,11.9551
239.5,11.9551
240,11.955
240.5,11.9549
241,11.9548
241.5,11.9548
242,11.9547
242.5,11.9546
243,11.9546
243.5,11.9545
244,11.9545
244.5,11.9544
245,11.9544
245.5,11.9543
246,11.9543
246.5,11.9543
247,11.9543
247.5,11.9542
248,11.9542
248.5,11.9542
249,11.9542
249.5,11.9542
250,11.9542
250.5,11.9542
251,11.9542
251.5,11.9541
252,11.9541
252.5,11.9541
253,11.9541
253.5,11.9541
254,11.9541
254.5,11.9541
255,11.954
255.5,11.954
256,11.954
256.5,11.9539
257,11.9539
257.5,11.9539
258,11.9538
258.5,11.9538
259,11.9537
259.5,11.9537
260,11.9536
260.5,11.9536
261,11.9535
261.5,11.9534
262,11.9534
262.5,11.9533
263,11.9532
263.5,11.9531
264,11.9531
264.5,11.953
265,11.9529
265.5,11.9528
266,11.9527
266.5,11.9526
267,11.9525
267.5,11.9523
268,11.9522
268.5,11.9521
269,11.9519
269.5,11.9517
270,11.9515
270.5,11.9514
271,11.9512
271.5,11.9509
272,11.9507
272.5,11.9505
273,11.9502
273.5,11.95
274,11.9497
274.5,11.9494
275,11.9491
275.5,11.9488
276,11.9485
276.5,11.9481
277,11.9478
277.5,11.9474
278,11.9471
278.5,11.9467
279,11.9464
279.5,11.946
280,11.9456
280.5,11.9452
281,11.9448
281.5,11.9444
282,11.9441
282.5,11.9437
283,11.9433
283.5,11.9429
284,11.9426
284.5,11.9422
285,11.9418
285.5,11.9415
286,11.9411
286.5,11.9408
287,11.9405
287.5,11.9401
288,11.9398
288.5,11.9395
289,11.9392
289.5,11.9389
290,11.9386
290.5,11.9383
291,11.938
291.5,11.9377
292,11.9374
292.5,11.9371
293,11.9368
293.5,11.9366
294,11.9363
294.5,11.936
295,11.9358
295.5,11.9355
296,11.9352
296.5,11.935
297,11.9347
297.5,11.9344
298,11.9341
298.5,11.9339
299,11.9336
299.5,11.9333
300,11.9331
300.5,11.9328
301,11.9326
301.5,11.9324
302,11.9321
302.5,11.9319
303,11.9316
303.5,11.9314
304,11.9312
304.5,11.931
305,11.9308
305.5,11.9306
306,11.9303
306.5,11.9302
307,11.93
307.5,11.9298
308,11.9296
308.5,11.9294
309,11.9292
309.5,11.929
310,11.9289
310.5,11.9287
311,11.9285
311.5,11.9284
312,11.9282
312.5,11.928
313,11.9278
313.5,11.9276
314,11.9274
314.5,11.9272
315,11.927
315.5,11.9268
316,11.9266
316.5,11.9264
317,11.9262
317.5,11.9259
318,11.9257
318.5,11.9255
319,11.9253
319.5,11.925
320,11.9248
320.5,11.9246
321,11.9243
321.5,11.9241
322,11.9239
322.5,11.9236
323,11.9234
323.5,11.9232
324,11.923
324.5,11.9228
325,11.9225
325.5,11.9223
326,11.9221
326.5,11.9219
327,11.9216
327.5,11.9214
328,11.9212
328.5,11.921
329,11.9208
329.5,11.9206
330,11.9204
330.5,11.9201
331,11.9199
331.5,11.9197
332,11.9195
332.5,11.9192
333,11.919
333.5,11.9188
334,11.9185
334.5,11.9183
335,11.918
335.5,11.9178
336,11.9175
336.5,11.9172
337,11.9169
337.5,11.9166
338,11.9164
338.5,11.9161
339,11.9158
339.5,11.9155
340,11.9152
340.5,11.9149
341,11.9146
341.5,11.9143
342,11.914
342.5,11.9137
343,11.9134
343.5,11.9131
344,11.9128
344.5,11.9125
345,11.9122
345.5,11.9119
346,11.9117
346.5,11.9114
347,11.9112
347.5,11.9109
348,11.9107
348.5,11.9104
349,11.9102
349.5,11.91
350,11.9098
350.5,11.9096
351,11.9094
351.5,11.9092
352,11.909
352.5,11.9089
353,11.9087
353.5,11.9085
354,11.9084
354.5,11.9083
355,11.9081
355.5,11.908
356,11.9079
356.5,11.9078
357,11.9077
357.5,11.9077
358,11.9076
358.5,11.9075
359,11.9075
359.5,11.9075
360,11.9075
360.5,11.9075
361,11.9075
361.5,11.9076
362,11.9076
362.5,11.9077
363,11.9078
363.5,11.9079
364,11.9081
364.5,11.9083
365,11.9085
365.5,11.9087
366,11.909
366.5,11.9092
367,11.9096
367.5,11.9099
368,11.9102
368.5,11.9107
369,11.911
369.5,11.9115
370,11.912
370.5,11.9125
371,11.913
371.5,11.9136
372,11.9142
372.5,11.9147
373,11.9153
373.5,11.916
374,11.9166
374.5,11.9173
375,11.918
375.5,11.9188
376,11.9194
376.5,11.9202
377,11.921
377.5,11.9217
378,11.9226
378.5,11.9234
379,11.9242
379.5,11.9251
380,11.9259
380.5,11.9267
381,11.9276
381.5,11.9286
382,11.9295
382.5,11.9303
383,11.9313
383.5,11.9323
384,11.9331
384.5,11.9341
385,11.9351
385.5,11.9359
386,11.9369
386.5,11.9379
387,11.9389
387.5,11.9398
388,11.9408
388.5,11.9418
389,11.9427
389.5,11.9436
390,11.9446
390.5,11.9455
391,11.9464
391.5,11.9474
392,11.9482
392.5,11.9491
393,11.9501
393.5,11.951
394,11.9517
394.5,11.9526
395,11.9535
395.5,11.9542
396,11.955
396.5,11.9558
397,11.9565
397.5,11.9573
398,11.958
398.5,11.9588
399,11.9594
399.5,11.9601
400,11.9608
400.5,11.9614
401,11.9621
401.5,11.9627
402,11.9633
402.5,11.9639
403,11.9645
403.5,11.9651
404,11.9656
404.5,11.9662
405,11.9668
405.5,11.9673
406,11.9678
406.5,11.9684
407,11.9688
407.5,11.9693
408,11.9699
408.5,11.9703
409,11.9708
409.5,11.9713
410,11.9717
410.5,11.9721
411,11.9725
411.5,11.973
412,11.9733
412.5,11.9737
413,11.9741
413.5,11.9744
414,11.9748
414.5,11.9751
415,11.9755
415.5,11.9757
416,11.976
416.5,11.9763
417,11.9766
417.5,11.9768
418,11.9771
418.5,11.9773
419,11.9775
419.5,11.9778
420,11.978
420.5,11.9782
421,11.9784
421.5,11.9786
422,11.9788
422.5,11.9789
423,11.9791
423.5,11.9793
424,11.9795
424.5,11.9797
425,11.9798
425.5,11.98
426,11.9802
426.5,11.9804
427,11.9805
427.5,11.9807
428,11.9809
428.5,11.981
429,11.9812
429.5,11.9813
430,11.9815
430.5,11.9817
431,11.9818
431.5,11.982
432,11.9821
432.5,11.9822
433,11.9824
433.5,11.9825
434,11.9826
434.5,11.9827
435,11.9828
435.5,11.9829
436,11.983
436.5,11.9831
437,11.9832
437.5,11.9833
438,11.9834
438.5,11.9834
439,11.9835
439.5,11.9835
440,11.9836
440.5,11.9836
441,11.9837
441.5,11.9837
442,11.9838
442.5,11.9838
443,11.9839
443.5,11.9839
444,11.984
444.5,11.984
445,11.9841
445.5,11.9841
446,11.9842
446.5,11.9842
447,11.9843
447.5,11.9843
448,11.9844
448.5,11.9844
449,11.9844
449.5,11.9845
450,11.9845
450.5,11.9846
451,11.9846
451.5,11.9846
452,11.9847
452.5,11.9847
453,11.9847
453.5,11.9847
454,11.9847
454.5,11.9847
455,11.9847
455.5,11.9847
456,11.9847
456.5,11.9847
457,11.9846
457.5,11.9846
458,11.9846
458.5,11.9845
459,11.9845
459.5,11.9844
460,11.9844
460.5,11.9843
461,11.9842
461.5,11.9842
462,11.9841
462.5,11.9841
463,11.984
463.5,11.984
464,11.9839
464.5,11.9839
465,11.9838
465.5,11.9838
466,11.9837
466.5,11.9837
467,11.9836
467.5,11.9836
468,11.9836
468.5,11.9835
469,11.9835
469.5,11.9835
470,11.9834
470.5,11.9834
471,11.9833
471.5,11.9833
472,11.9832
472.5,11.9832
473,11.9831
473.5,11.9831
474,11.983
474.5,11.9829
475,11.9829
475.5,11.9828
